ccode;oldctbank;newctbank;csname;cnamer;oldcopf;newcopf;cregnum;oldcregnr;newcregnr;cdreg;lic;strcuraddr;ogrn
250 000 013;;;"АО ""ВостСибтранскомбанк""";ВОСТСИБТРАНСКОМБАНК;АО;НПАО;2 731;;;04.03.1994;ОТЗ;664025, Иркутская область, г. Иркутск, ул. Бурлова, 2;1023800000047
450 000 822;;;"Банк ""ВПБ"" (АО)";ВПБ;АО;НПАО;3 065;;;01.09.1994;ОТЗ;115477, г. Москва, ул. Кантемировская, д. 59 А;1037700098215
450 016 049;;;"Банк ""ВБРР"" (АО)";ВСЕРОССИЙСКИЙ БАНК РАЗВИТИЯ РЕГИОНОВ;АО;НПАО;3 287;;;27.03.1996;;129594,  г. Москва, Сущевский вал, дом 65, корп.1;1027739186914
350 000 008;;;Банк ВТБ (ПАО);ВТБ;ПАО;ПАО;1 000;;;17.10.1990;;191144, г. Санкт-Петербург, Дегтярный переулок, д.11. лит. А;1027739609391
650 000 002;;;"АО ""ВУЗ-банк""";ВУЗ-БАНК;АО;НПАО;1 557;;;05.09.1991;;620063, Россия, Свердловская область, г. Екатеринбург, ул. 8 Марта, д. 51, этаж 10, кабинет 8.1;1026600001042
410 000 003;;;"ПАО ""Выборг-банк""";ВЫБОРГ-БАНК;ПАО;ПАО;720;;;06.11.1990;ОТЗ;188800 Ленинградская область, город Выборг, улица Пионерская, дом 2;1024700000071
450 001 146;;;"""Вэйбанк"" АО";Вэйбанк;АО;НПАО;3 095;;;22.09.1994;;115184, город Москва, улица Пятницкая, дом 57 строение 1;1027744003231
610 000 004;;;"Банк ""Вятич"" (ПАО)";ВЯТИЧ;ПАО;ПАО;2 796;;;19.04.1994;;390046, г. Рязань, ул.Введенская, д.110;1026200000386
450 000 698;;;"КБ ""Гагаринский"" (АО)";ГАГАРИНСКИЙ;АО;НПАО;606;;;26.10.1990;ОТЗ;119361,  г. Москва, 2-ой Очаковский пер., д.7;1027739325624
360 000 011;;;"АО АКБ ""ГАЗБАНК""";ГАЗБАНК;АО;НПАО;2 316;;;28.04.1993;ОТЗ;443100, г.Самара, ул.Молодогвардейская, д.224;1026300002244
450 000 661;;;Банк ГПБ (АО);ГАЗПРОМБАНК;АО;НПАО;354;;;23.01.1992;;117420,  г. Москва, ул. Наметкина, д. 16, корпус 1;1027700167110
450 001 027;;;"АО АКБ ""ГАЗСТРОЙБАНК""";ГАЗСТРОЙБАНК;АО;НПАО;2 919;;;24.06.1994;ОТЗ;115432, г. Москва, ул. Трофимова, д. 2/1;1027739224941
790 000 015;;;"ООО КБ ""ГТ банк""";ГАЗТРАНСБАНК;ООО;ООО (Паевое);665;;;31.10.1990;;350015 г. Краснодар, ул.Северная, д. 321;1020100002955
290 000 003;;;"АО ""Газэнергобанк""";ГАЗЭНЕРГОБАНК;АО;НПАО;3 252;;;19.05.1995;;248030, г. Калуга, ул. Плеханова, 4;1024000000210
450 000 507;;;"КБ ""Гарант-Инвест"" (АО)";ГАРАНТ-ИНВЕСТ;АО;НПАО;2 576;;;12.11.1993;;127051, г. Москва, 1-ый Колобовский переулок, д. 23;1037739429320
450 000 462;;;"АО ""ГЕНБАНК""";ГЕНБАНК;АО;НПАО;2 490;;;13.09.1993;;295011, Республика Крым, г. Симферополь, ул. Севастопольская, д. 13;1137711000074
870 000 008;;;"КБ ""Геобанк"" (ООО)";ГЕОБАНК;ООО;ООО (Паевое);2 027;;;27.08.1992;ОТЗ;115230, город Москва, Каширское шоссе, дом 3, корпус 2, строение 9, комната № 11, этаж 2.;1021100000393
280 000 004;;;"ООО КБ ""Гефест""";ГЕФЕСТ;ООО;ООО (Паевое);1 046;;;30.11.1990;ОТЗ;171506, Тверская область, г.Кимры, ул.Урицкого, д. 19;1026900001347
450 000 437;;;Банк Глобус (АО);ГЛОБУС;АО;НПАО;2 438;;;27.07.1993;;115184,  г. Москва, ул. Бахрушина, д. 10, стр.1;1027739050833
450 056 517;;;"ООО ""Голдман Сакс Банк""";ГОЛДМАН САКС БАНК;ООО;ООО (Паевое);3 490;;;30.10.2008;;125047, г. Москва, ул. Гашека, д. 6;1087711000112
400 000 024;;;"АО ""ГОРБАНК""";ГОРБАНК;АО;НПАО;2 982;;;19.07.1994;;191186, Российская Федерация, город Санкт-Петербург, улица Итальянская, дом 15 литер А;1027800000348
250 000 005;;;"АО ""ГринКомБанк""";ГРИНКОМБАНК;АО;НПАО;1 184;;;14.12.1990;ОТЗ;664007, Иркутская область, г. Иркутск, ул. Франк-Каменецкого, д. 8;1023800000190
450 000 583;;;"АО ""Гринфилдбанк""";ГРИНФИЛДБАНК;АО;НПАО;2 711;;;24.02.1994;ОТЗ;107045,  г. Москва, Малый Головин переулок, д.8;1027700314113
280 000 007;;;"АО ""ГУТА-БАНК""";ГУТА-БАНК;АО;НПАО;256;;;20.12.1991;;107078, г. Москва, Орликов пер., д. 5, стр. 3;1026900005307
820 000 001;;;"ООО ""Дагэнергобанк""";ДАГЭНЕРГОБАНК;ООО;ООО (Паевое);3 286;;;27.02.1996;ОТЗ;"367000, Республика Дагестан, г.Махачкала, пр.Р.Гамзатова, 39 ""А""";1020500000553
450 000 214;;;"ООО МИБ ""ДАЛЕНА""";ДАЛЕНА;ООО;ООО (Паевое);1 948;;;08.07.1992;;111024, г. Москва, шоссе Энтузиастов, д. 17;1027700135540
50 000 006;;;"АО ""Дальневосточный банк""";ДАЛЬНЕВОСТОЧНЫЙ БАНК;АО;НПАО;843;;;20.11.1990;;690990, г.Владивосток, ул. Верхнепортовая, 27-а;1022500000786
940 000 021;;;"АО ""Датабанк""";ДАТАБАНК;АО;НПАО;646;;;30.10.1990;;426076, Удмуртская Республика, г.Ижевск, ул. Ленина, 30;1021800000090
450 036 566;;;"АО ""Денизбанк Москва""";ДЕНИЗБАНК МОСКВА;АО;НПАО;3 330;;;15.06.1998;;123022,  г. Москва, ул. 2-я Звенигородская, д. 13, стр. 42;1027739453390
450 000 594;;;"АКБ ""Держава"" ПАО";ДЕРЖАВА;ПАО;ПАО;2 738;;;05.03.1994;;119435,  г. Москва, Большой Саввинский переулок, д. 2, стр. 9;1027739120199
450 000 541;;;"КБ ""Дж.П. Морган Банк Интернешнл"" (ООО)";ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ;ООО;ООО (Паевое);2 629;;;26.10.1993;;125047,  г. Москва, ул. Бутырский Вал, дом 10;1027739606245
450 062 384;;;"ООО ""Джаст Банк""";ДЖАСТ БАНК;ООО;ООО (Паевое);3 503;;;13.07.2011;ОТЗ;119180, г. Москва, ул. Большая Полянка, д. 54, стр. 1;1117711000032
450 001 176;;;Джей энд Ти Банк (АО);ДЖЕЙ ЭНД ТИ БАНК;АО;НПАО;3 061;;;21.09.1994;;115035, г. Москва, Кадашевская набережная, дом 26;1027739121651
900 000 003;;;"ИАБ ""Диг-Банк"" (ОАО)";ДИГ-БАНК;ОАО;ОАО (АО);2 423;;;12.07.1993;ОТЗ;"362003, Республика Северная Осетия-Алания, г. Владикавказ, ул.Нальчикская, 1 ""А""";1021500000279
450 039 972;;;"""Дил-банк"" (ООО)";ДИЛ-БАНК;ООО;ООО (Паевое);3 384;;;05.11.2001;ОТЗ;125284, г. Москва, Ленинградский проспект, д. 31А, стр. 1;1027739007218
450 043 110;;;"КБ ""ДС-Банк"" (ООО)";ДИНАМИЧНЫЕ СИСТЕМЫ;ООО;ООО (Паевое);3 439;;;08.07.2003;ОТЗ;109544, г. Москва, улица Рогожский Вал, дом 6, корп. 2;1037711005045
450 036 255;;;"ООО ""Дойче Банк""";ДОЙЧЕ БАНК;ООО;ООО (Паевое);3 328;;;17.04.1998;;Российская Федерация, 125047, город Москва, улица Лесная, дом 5.;1027739369041
640 000 001;;;"КБ ""Долинск"" (АО)";ДОЛИНСК;АО;НПАО;857;;;21.11.1990;;693010, Сахалинская область, г. Южно-Сахалинск, ул. Комсомольская, 145;1026500538240
600 000 024;;;"ООО КБ ""Донинвест""";ДОНИНВЕСТ;ООО;ООО (Паевое);1 617;;;06.11.1991;ОТЗ;344011, г. Ростов-на-Дону, пер. Халтуринский, 99;1026100011200
600 000 018;;;"ПАО ""Донкомбанк""";ДОНКОМБАНК;ПАО;ПАО;492;;;17.10.1990;;344068, г. Ростов-на-Дону, пр. Михаила Нагибина, 32а;1026100001817
600 000 016;;;"МКБ ""Дон-Тексбанк"" ООО";ДОН-ТЕКСБАНК;ООО;ООО (Паевое);1 818;;;21.02.1992;;346500, Ростовская область, г. Шахты, пр. Красной Армии, 140;1026100002708
600 000 006;;;"ПАО ""Донхлеббанк""";ДОНХЛЕББАНК;ПАО;ПАО;2 285;;;30.03.1993;ОТЗ;344082, г. Ростов-на-Дону, ул. Шаумяна, 36А;1026103273382
460 000 011;;;"ООО КБ ""ДОРИС БАНК""";ДОРИС БАНК;ООО;ООО (Паевое);1 679;;;25.12.1991;ОТЗ;125009, Москва, Георгиевский переулок, д. 1, стр. 1;1037739315965
630 000 008;;;"ООО ""Драйв Клик Банк""";Драйв Клик Банк;ООО;ООО (Паевое);2 168;;;27.11.1992;;125124, г. Москва, ул. Правды, д. 26;1027739664260
710 000 037;;;"ООО КБ ""Дружба""";ДРУЖБА;ООО;ООО (Паевое);990;;;28.11.1990;;625048, Тюменская область, г. Тюмень, ул. Максима Горького, 68, корпус 2/1;1027200000013
512 059 231;НКО;Расчетная НКО;РНКО ЕАРК (АО);ЕАРК;АО;НПАО;3 548;-К;-К;10.01.2024;;119415, г. Москва, ул. Удальцова, д.1А;1247700004056
120 000 004;;;АО ЕАТПБанк;ЕАТП БАНК;АО;НПАО;1 765;;;13.04.1992;;414000 г.Астрахань ул.Ногина, 3;1023000817388
450 001 295;;;"АО ""ЕвроАксис Банк""";ЕВРОАКСИС БАНК;АО;НПАО;3 273;;;24.10.1995;ОТЗ;123104,  г. Москва, Спиридоньевский переулок, д. 17, стр. 1;1037739162779
240 000 005;;;"АО КИБ ""ЕВРОАЛЬЯНС""";ЕВРОАЛЬЯНС;АО;НПАО;1 781;;;23.04.1992;;153000, г.Иваново, ул.Станко, д.13;1023700001467
830 000 006;;;"ПАО КБ ""ЕВРОКОММЕРЦ""";ЕВРОКОММЕРЦ;ПАО;ПАО;1 777;;;20.04.1992;ОТЗ;127055, г. Москва, ул. Образцова, д. 4;1020700001464
450 001 028;;;"Банк ""Еврокредит"" (ООО)";ЕВРОКРЕДИТ;ООО;ООО (Паевое);2 957;;;04.07.1994;ОТЗ;105082, г. Москва, ул. Бакунинская, д.80, стр. 1;1027739648815
450 000 469;;;"АКБ ""ЕИБ"" ЗАО";ЕВРОПЕЙСКИЙ ИНДУСТРИАЛЬНЫЙ БАНК;ЗАО;ЗАО (АО);2 503;;;21.09.1993;ОТЗ;119049,  г. Москва, ул. Коровий Вал, д. 9;1027700467300
830 000 004;;;"КБ ""ЕВРОСТАНДАРТ"" (ООО)";ЕВРОПЕЙСКИЙ СТАНДАРТ;ООО;ООО (Паевое);3 200;;;16.01.1995;ОТЗ;109028, г. Москва, ул. Солянка, д. 13/3, строение 1;1140700000682
70 000 013;;;"ПАО КБ ""ЕвроситиБанк""";ЕВРОСИТИБАНК;ПАО;ПАО;1 869;;;20.05.1992;ОТЗ;141002, Московская область, г. Мытищи, ул. Комарова, д. 5;1022600000059
450 000 896;;;"КБ ""ЕВРОТРАСТ"" (ЗАО)";ЕВРОТРАСТ;ЗАО;ЗАО (АО);2 968;;;15.07.1994;ОТЗ;115184, г. Москва, Средний Овчинниковский переулок, д.4, строение 1;1027739154497
450 000 421;;;"АО АКБ ""ЕВРОФИНАНС МОСНАРБАНК""";ЕВРОФИНАНС МОСНАРБАНК;АО;НПАО;2 402;;;29.06.1993;;121099,  г. Москва, ул. Новый Арбат, 29;1027700565970
512 009 290;НКО;Расчетная НКО;"ООО РНКО ""Единая касса""";ЕДИНАЯ КАССА;ООО;ООО (Паевое);3 512;-К;-К;08.10.2012;;121596, г. Москва, ул. Горбунова, д. 2, стр. 204;1127711000053
450 035 159;;;"КБ ""ЕДИНСТВЕННЫЙ"" (ООО)";ЕДИНСТВЕННЫЙ;ООО;ООО (Паевое);3 187;;;26.12.1994;ОТЗ;119992,  г. Москва, Лужнецкая набережная, дом 8, строение 1;1027700117279
30 000 014;;;"ПАО ""Банк Екатерининский""";ЕКАТЕРИНИНСКИЙ;ПАО;ПАО;2 167;;;30.11.1992;ОТЗ;115035, г. Москва, Кадашевская набережная, д. 32/2, стр. 1;1022300000051
40 000 010;;;"АКБ ""ЕНИСЕЙ"" (ПАО)";ЕНИСЕЙ;ПАО;ПАО;474;;;12.10.1990;ОТЗ;660075, г. Красноярск, ул. Республики, дом 51;1022400007508
40 000 006;;;"АО АИКБ ""Енисейский объединенный банк""";ЕНИСЕЙСКИЙ ОБЪЕДИНЕННЫЙ БАНК;АО;НПАО;2 645;;;06.01.1994;;660049, г. Красноярск, ул. Карла Маркса, дом 62, пом. 25, 26, 27;1022400000160
710 000 020;;;"АО БАНК ""Ермак""";ЕРМАК;АО;НПАО;1 809;;;17.02.1992;;628624, Тюменская обл., Ханты-Мансийский автономный округ - Югра, г. Нижневартовск, ул. Мира, 68;1028600003497
610 000 003;;;"ООО ""ЖИВАГО БАНК""";ЖИВАГО БАНК;ООО;ООО (Паевое);2 065;;;08.09.1992;;390000, г. Рязань,  ул. Почтовая, д. 64;1026200004060
450 000 149;;;"ООО КБ ""Жилкредит""";ЖИЛКРЕДИТ;ООО;ООО (Паевое);1 736;;;27.03.1992;ОТЗ;127006, г. Москва, ул. Краснопролетарская, д. 7;1027739186738
450 000 122;;;"ОАО МКБ ""Замоскворецкий""";ЗАМОСКВОРЕЦКИЙ;ОАО;ОАО (АО);1 640;;;02.12.1991;ОТЗ;119180,  г. Москва, ул. Большая Полянка, д.42/2, стр.4;1027739661498
450 000 522;;;"ОАО Банк ""Западный""";ЗАПАДНЫЙ;ОАО;ОАО (АО);2 598;;;03.12.1993;ОТЗ;117292,  г. Москва, ул. Профсоюзная, дом 8, корпус 1;1117711000010
920 000 012;;;"""Банк Заречье"" (АО)";ЗАРЕЧЬЕ;АО;НПАО;817;;;16.11.1990;;420032, г.Казань, ул.Лукницкого, д.2;1021600000586
910 000 002;;;"АО ""Заубер Банк""";ЗАУБЕР БАНК;АО;НПАО;1 614;;;22.01.1992;ОТЗ;197198, Россия, Санкт-Петербург, Большой Проспект П.С., д.25/2, лит.А, пом.9Н;1020900001781
600 000 010;;;"ООО ""ЗЕМКОМБАНК""";ЗЕМЕЛЬНЫЙ;ООО;ООО (Паевое);574;;;24.10.1990;;344000, Ростовская область, городской округ город Ростов-на-Дону, город Ростов-на-Дону, улица Малюгиной, здание 233;1026100001982
360 000 002;;;"ООО ""Земский банк""";ЗЕМСКИЙ БАНК;ООО;ООО (Паевое);2 900;;;16.06.1994;;446001, Самарская обл., г.Сызрань, ул.Ульяновская, 79;1156300000141
10 000 006;;;"АО ""Зернобанк""";ЗЕРНОБАНК;АО;НПАО;2 337;;;13.05.1993;ОТЗ;656056, Алтайский край, г.Барнаул, ул.Анатолия, 6;1022200525786
450 000 128;;;"""ЗИРААТ БАНК (МОСКВА)"" (АО)";ЗИРААТ БАНК (МОСКВА);АО;НПАО;2 559;;;01.11.1993;;109147,  г. Москва, ул.Марксистская, д.16;1037739412700
750 000 003;;;"АО КБ ""Златкомбанк""";ЗЛАТКОМБАНК;АО;НПАО;568;;;24.10.1990;ОТЗ;119071, г. Москва, пр. Донской 2-й, д. 10, стр. 2;1027400000154
240 000 002;;;"АО КБ ""ИВАНОВО""";ИВАНОВО;АО;НПАО;1 763;;;13.04.1992;ОТЗ;153002, г.Иваново, просп. Ленина, д. 31-А;1043700028679
30 000 054;;;"ПАО ""ИДЕЯ Банк""";ИДЕЯ БАНК;ПАО;ПАО;430;;;01.10.1990;ОТЗ;350080, г. Краснодар, ул. Уральская, 97;1022300000447
920 000 017;;;"АО ""ИК Банк""";ИК БАНК;АО;НПАО;1 732;;;27.03.1992;;420043, г.Казань, ул.Вишневского,24;1021600000751
820 000 083;;;"АИБ ""Имбанк"" (ОАО)";ИМБАНК;ОАО;ОАО (АО);2 098;;;30.09.1992;ОТЗ;367037, Республика Дагестан, г.Махачкала, ул. Ирчи-Казака, 35А;1020500001873
530 000 010;;;"ООО ""Инбанк""";ИНБАНК;ООО;ООО (Паевое);1 829;;;27.02.1992;;115184, г. Москва, переулок Старый Толмачёвский, д. 5;1025600001668
270 000 021;;;"АКБ ""Инвестбанк"" (ОАО)";ИНВЕСТБАНК;ОАО;ОАО (АО);107;;;17.01.1991;ОТЗ;109240, г.Москва, ул. Гончарная, д. 12, стр. 1;1023900001070
820 000 099;;;"КБ ""ИНВЕСТИЦИОННЫЙ СОЮЗ"" (ООО)";ИНВЕСТИЦИОННЫЙ СОЮЗ;ООО;ООО (Паевое);637;;;30.10.1990;ОТЗ;115230, г. Москва, Хлебозаводский проезд, д. 7, стр. 9;1027739108979
450 001 090;;;БАНК ИТБ (АО);ИНВЕСТРАСТБАНК;АО;НПАО;3 128;;;19.10.1994;ОТЗ;107113,  г. Москва, ул. Шумкина, д. 20, стр. 1;1087711000035
450 000 607;;;ИНВЕСТТОРГБАНК АО;ИНВЕСТТОРГБАНК;АО;НПАО;2 763;;;28.03.1994;;115054, г. Москва, ул. Дубининская, д. 45;1027739543182
450 000 466;;;ИНГ БАНК (ЕВРАЗИЯ) АО;ИНГ БАНК (ЕВРАЗИЯ);АО;НПАО;2 495;;;13.09.1993;;127473,  г. Москва, ул. Краснопролетарская, д. 36;1027739329375
450 000 371;;;АО Ингосстрах Банк;ИНГОССТРАХ БАНК;АО;НПАО;2 307;;;23.04.1993;;127030, г. Москва, ул. Сущевская, д. 27, стр. 1;1027739447922
450 000 572;;;"АКБ ""ИНКАРОБАНК"" (АО)";ИНКАРОБАНК;АО;НПАО;2 696;;;15.02.1994;ОТЗ;125047,  г. Москва, ул. 2-ая Брестская, д. 32;1027700050510
450 000 598;;;"ООО КБ ""Инстройбанк""";ИНСТРОЙБАНК;ООО;ООО (Паевое);2 743;;;05.03.1994;ОТЗ;119330,  г. Москва, ул. Дружбы, д. 10а;1027739860554
450 039 654;;;"""Интерактивный Банк"" (ООО)";ИНТЕРАКТИВНЫЙ БАНК;ООО;ООО (Паевое);3 378;;;31.07.2001;ОТЗ;119146, г. Москва, Комсомольский проспект. д.32;1027700406733
450 000 579;;;"ООО КБ ""Интеркапитал-Банк""";ИНТЕРКАПИТАЛ-БАНК;ООО;ООО (Паевое);2 706;;;21.02.1994;ОТЗ;430005, Республика Мордовия, город Саранск, ул. Ботевградская, д. 18, помещение 1;1027739299719
450 000 126;;;"КБ ""ИНТЕРКОММЕРЦ"" (ООО)";ИНТЕРКОММЕРЦ;ООО;ООО (Паевое);1 657;;;10.12.1991;ОТЗ;119435,  г. Москва, Большой Саввинский пер., д. 2-4-6, стр. 10;1037700024581
450 000 801;;;"КБ ""Интеркредит"" (АО)";ИНТЕРКРЕДИТ;АО;НПАО;3 047;;;10.08.1994;ОТЗ;115583,  г. Москва, ул.Генерала Белова, д.26;1027739203953
450 000 696;;;Банк ИПБ (АО);ИНТЕРПРОГРЕССБАНК;АО;НПАО;600;;;26.10.1990;;115201,  г. Москва, Старокаширское шоссе, дом 2, корпус 1, строение 1;1027739065375
450 001 207;;;"АО КБ ""ИНТЕРПРОМБАНК""";ИНТЕРПРОМБАНК;АО;НПАО;3 266;;;11.08.1995;ОТЗ;119019,  г. Москва, Гоголевский б-р, дом 9, стр. 1;1027739033013
920 000 021;;;"ПАО ""ИнтехБанк""";ИНТЕХБАНК;ПАО;ПАО;2 705;;;21.02.1994;ОТЗ;420021, г.Казань, ул.Шигабутдина Марджани, д.24;1081600001097
450 001 135;;;"АКБ ""ИнтрастБанк"" (ОАО)";ИНТРАСТБАНК;ОАО;ОАО (АО);3 144;;;20.10.1994;ОТЗ;115054,  г. Москва, 5-й Монетчиковский переулок, д. 3, стр. 1;1027739249670
512 022 817;НКО;Расчетная НКО;"РНКО ""ИНЭКО"" (ООО)";ИНЭКО;ООО;ООО (Паевое);3 520;-К;-К;29.05.2013;;153000, г. Иваново, Шереметевский проспект, дом 47;1133700000565
360 000 007;;;"ЗАО ""ИпоТек Банк""";ИПОТЕК БАНК;ЗАО;ЗАО (АО);2 794;;;19.04.1994;ОТЗ;107023, г. Москва, ул. Электрозаводская, дом 20, строение 11;1026300004499
450 000 703;;;"АО КБ ""ИС Банк""";ИС БАНК;АО;НПАО;3 175;;;05.12.1994;;107031, г. Москва, Дмитровский пер., д. 7;1027739339715
512 057 720;НКО;Расчетная НКО;"НКО ""Истина"" (АО)";ИСТИНА;АО;НПАО;3 546;-К;-К;27.04.2023;;121309, Российская Федерация, город Москва, муниципальный округ Филевский парк, улица Новозаводская, дом 18/336, строение 2;1237700314224
520 000 015;;;"АО ""ИТ Банк""";ИТ БАНК;АО;НПАО;2 609;;;13.12.1993;;644024, город Омск, улица Думская, дом 7;1025500001163
640 000 002;;;"Банк ""ИТУРУП"" (ООО)";ИТУРУП;ООО;ООО (Паевое);2 390;;;18.06.1993;;693000, Сахалинская область, г. Южно-Сахалинск, Коммунистический проспект, 32;1026500002286
450 000 940;;;"АО ""ИШБАНК""";ИШБАНК;АО;НПАО;2 867;;;01.06.1994;;117420, г. Москва, ул. Наметкина, д. 13 Д;1027739066354
880 000 001;;;"Банк ""Йошкар-Ола"" (ПАО)";ЙОШКАР-ОЛА;ПАО;ПАО;2 802;;;22.04.1994;;424006, Республика Марий Эл, г.Йошкар-Ола, ул. Панфилова, д.39 г;1021200004748
290 000 006;;;"ООО КБ ""Калуга""";КАЛУГА;ООО;ООО (Паевое);1 151;;;11.12.1990;;248001, г. Калуга, ул. Суворова, д.147;1024000001739
920 000 003;;;"ООО КБ ""Камский горизонт""";КАМСКИЙ ГОРИЗОНТ;ООО;ООО (Паевое);2 554;;;29.10.1993;ОТЗ;423834, Республика Татарстан, г.Набережные Челны, Московский проспект, д.120;1021600000047
920 000 002;;;"ООО ""Камкомбанк""";КАМСКИЙ КОММЕРЧЕСКИЙ БАНК;ООО;ООО (Паевое);438;;;24.03.1992;;423800, Республика Татарстан, город Набережные Челны, улица Гидростроителей, дом 21;1021600000840
40 000 004;;;"КБ ""Канский"" ООО";КАНСКИЙ;ООО;ООО (Паевое);860;;;21.11.1990;ОТЗ;662520, Красноярский край, Березовский р-н, п. Березовка, 5 км а/д Красноярск-Железногорск;1022400010005
710 000 035;;;"АО АБ ""Капитал""";КАПИТАЛ;АО;НПАО;575;;;24.10.1990;;119334, г. Москва, 5-й Донской проезд, д. 17, помещ. 4/1;1028600002199
600 000 015;;;"АКБ ""Капиталбанк"" (ПАО)";КАПИТАЛБАНК;ПАО;ПАО;2 547;;;25.10.1993;ОТЗ;"344011, г. Ростов-на-Дону, пер. Доломановский, 70 ""д""";1026103270214
320 000 001;;;"АО ""Кемсоцинбанк""";КЕМСОЦИНБАНК;АО;НПАО;96;;;04.09.1991;ОТЗ;650000, Кемеровская область, г.Кемерово, Центральный район, ул.Дзержинского, дом № 12;1024200001891
370 000 001;;;"ООО КБ ""Кетовский""";КЕТОВСКИЙ КОММЕРЧЕСКИЙ БАНК;ООО;ООО (Паевое);842;;;20.11.1990;;640002, г. Курган, ул. К. Мяготина, д. 124а;1024500000392
140 000 001;;;КИВИ Банк (АО);КИВИ БАНК;АО;НПАО;2 241;;;21.01.1993;ОТЗ;117648, г. Москва, мкр. Чертаново Северное, д. 1А, корп. 1;1027739328440
900 000 007;;;"АО ""Классик Эконом Банк""";КЛАССИК ЭКОНОМ БАНК;АО;НПАО;3 298;;;24.07.1996;;362025, Республика Северная Осетия - Алания , г.Владикавказ, ул. Фрунзе,24;1021500000730
450 000 382;;;"Банк ""Клиентский"" (АО)";КЛИЕНТСКИЙ;АО;НПАО;2 324;;;29.04.1993;ОТЗ;119526, г. Москва, проспект Вернадского, 97, корп. 3;1027739042891
450 037 016;;;"АО ""КОММЕРЦБАНК (ЕВРАЗИЯ)""";КОММЕРЦБАНК (ЕВРАЗИЯ);АО;НПАО;3 333;;;10.12.1998;;119017,  г. Москва, Кадашевская набережная, д. 14 к.2;1027739070259
450 039 644;;;"КБ ""КБР БАНК"" (ООО)";КОММЕРЧЕСКИЙ БАНК РАЗВИТИЯ;ООО;ООО (Паевое);3 364;;;11.04.2001;ОТЗ;111250, г. Москва, ул. Госпитальная, дом 10, строение 1;1027739094613
450 043 585;;;"""Коммерческий Индо Банк"" ООО";КОММЕРЧЕСКИЙ ИНДО БАНК;ООО;ООО (Паевое);3 446;;;05.11.2003;;109147, г. Москва, Марксистская ул., д. 16;1037711012998
450 039 649;;;"КБ ""КРК"" (ОАО)";КОМПАНИЯ РОЗНИЧНОГО КРЕДИТОВАНИЯ;ОАО;ОАО (АО);3 385;;;05.11.2001;ОТЗ;123242, г. Москва, Новинский бульвар, дом 31;1087711000090
120 000 006;;;"АО Банк ""ККБ""";КОНСЕРВАТИВНЫЙ КОММЕРЧЕСКИЙ БАНК;АО;НПАО;1 087;;;05.12.1990;ОТЗ;414040, г. Астрахань, ул. Адмиралтейская, 47;1023001538340
410 000 008;;;"АО АКБ ""Констанс-Банк""";КОНСТАНС-БАНК;АО;НПАО;2 228;;;11.01.1993;ОТЗ;"190000, Санкт-Петербург, ул. Большая Морская, д.55, литера ""А""";1027800000470
820 000 002;;;"КБ ""Континенталь"" ООО";КОНТИНЕНТАЛЬ;ООО;ООО (Паевое);3 184;;;26.12.1994;;357433, Ставропольский край, г. Железноводск, пос. Иноземцево, ул. Гагарина, 209;1020500002093
650 000 014;;;"ПАО ""Контур.Банк""";КОНТУР;ПАО;ПАО;3 161;;;25.11.1994;;620014, г. Екатеринбург, ул. 8 Марта, 13;1026600000074
340 000 002;;;"ООО КБ ""Конфидэнс Банк""";КОНФИДЭНС БАНК;ООО;ООО (Паевое);970;;;27.11.1990;ОТЗ;156000, г. Кострома, пр. Мира, д. 113;1024400003209
450 000 754;;;"АО КБ ""КОСМОС""";КОСМОС;АО;НПАО;2 245;;;25.01.1993;;город Москва, Красногвардейский бульвар, дом 7, помещение 1/1;1027739019373
340 000 003;;;"ООО ""Костромаселькомбанк""";КОСТРОМАСЕЛЬКОМБАНК;ООО;ООО (Паевое);1 115;;;07.12.1990;;156013, г. Кострома, ул.Калиновская, 36;1024400003858
220 000 002;;;"АО ""КОШЕЛЕВ-БАНК""";КОШЕЛЕВ-БАНК;АО;НПАО;3 300;;;30.07.1996;;443100, г. Самара, ул. Маяковского, д. 14;1025200001661
240 000 004;;;"АО ""Кранбанк""";КРАНБАНК;АО;НПАО;2 271;;;28.01.1993;ОТЗ;153000, г.Иваново, пр.Шереметевский, д.53;1023700007407
400 000 035;;;Креди Агриколь КИБ АО;КРЕДИ АГРИКОЛЬ КИБ;АО;НПАО;1 680;;;24.12.1991;;Российская Федерация, 101000, г. Москва, Большой Златоустинский переулок, дом 1, строение 6;1027800000953
450 034 607;;;"АО ""Кредит Европа Банк (Россия)""";КРЕДИТ ЕВРОПА БАНК;АО;НПАО;3 311;;;23.05.1997;;129090, г. Москва, Олимпийский проспект, дом 14;1037739326063
750 000 007;;;"Банк ""КУБ"" (АО)";КРЕДИТ УРАЛ БАНК;АО;НПАО;2 584;;;25.11.1993;;455044, Челябинская область, г.Магнитогорск, ул.Гагарина, 17;1027400000638
600 000 020;;;"ООО КБ ""Кредит Экспресс""";КРЕДИТ ЭКСПРЕСС;ООО;ООО (Паевое);3 186;;;26.12.1994;ОТЗ;344002, г. Ростов-на-Дону, ул. М. Горького, 92/63;1026100007119
